Job ID,Position,Posting Status,Date Created,Application Deadline,Reposted,Term Posted,Number of Positions,All Degrees and Disciplines,Salary Range,Duration,Application Delivery Method,Application Procedure,Skills Categories,Duties Categories,Work Type,"Work Location (City, Province)",Organization Name,Country,Total View Count,Unique View Count,Application Count,Selected for Interview Count,Placement Records Count
4202,Job Title 55,Expired,09/18/2023 04:41 PM,10/01/2023 11:59 PM,yes,Winter 2024,1,Yes,,4 Months,Apply through the Employer's website:,,"['python', 'programming', 'ability', 'skills', 'communication', 'development', 'work', 'java', 'experience', 'strong', 'knowledge']","['engineering', 'team', 'design', 'quality control', 'data', 'development', 'management', 'work', 'project']",Remote,"Toronto, ON",Organization_140,Canada,98,73,44,0,0
4203,Job Title 70,Expired,01/20/2023 10:27 AM,01/22/2023 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['python', 'engineering', 'programming', 'skills', 'data', 'computer', 'management', 'experience', 'knowledge']","['engineering', 'technology', 'data', 'support', 'work', 'project']",To Be Determined (TBD),"Toronto, ON",Organization_140,Canada,34,30,16,0,0
4204,Job Title 17,Expired,11/28/2022 10:23 AM,12/02/2022 11:59 PM,no,Winter 2023,1,No,,8 or 12 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'management', 'work', 'experience', 'strong', 'program']","['software', 'design', 'development', 'management']",Hybrid (Remote and In-Person),"Toronto, ON",Organization_22,Canada,17,15,0,0,0
4205,Job Title 74,Expired,02/23/2024 11:33 AM,03/08/2024 11:59 PM,no,Summer 2024,1,No,,4 Months,Apply through the Employer's website:,,"['python', 'engineering', 'team', 'programming', 'skills', 'cloud computing', 'databases', 'computer', 'java', 'experience', 'knowledge']","['team', 'technology', 'business', 'software', 'technical', 'support', 'development', 'management', 'solutions']",To Be Determined (TBD),"Toronto, ON",Organization_215,Canada,212,141,71,0,0
4206,Job Title 18,Expired,01/11/2024 01:47 PM,01/19/2024 11:59 PM,yes,Summer 2024,1,No,,12 Months,Apply through the Employer's website:,,"['python', 'engineering', 'programming', 'algorithms', 'data structures', 'skills', 'program', 'databases', 'data', 'computer', 'development', 'management', 'software development', 'communication', 'experience', 'strong', 'knowledge']","['engineering', 'team', 'design', 'technology', 'business', 'software', 'data', 'technical', 'support', 'development', 'management', 'software development', 'work', 'project']",Hybrid (Remote and In-Person),"Toronto, ON",Organization_3,Canada,96,59,15,0,0
4207,Job Title 65,Expired,03/22/2024 11:50 AM,03/31/2024 11:59 PM,no,Summer 2024,1,No,,12 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'ability', 'skills', 'environment', 'program', 'databases', 'compliance', 'management', 'time', 'work', 'strong', 'knowledge']","['engineering', 'design', 'business', 'data', 'technical', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_226,Canada,0,0,0,0,0
4208,Job Title 61,Expired,02/27/2024 04:27 PM,04/21/2024 11:59 PM,no,Summer 2024,1,No,,12 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['safety standards', 'engineering', 'data', 'technical', 'development', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_148,Canada,41,27,15,0,0
4209,Job Title 47,Expired,02/27/2024 04:06 PM,03/04/2024 11:59 PM,no,Summer 2024,1,No,,12 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['engineering', 'design', 'business', 'technical', 'support', 'development', 'work']",In-Person,"Toronto, ON",Organization_148,Canada,24,20,12,0,0
4210,Job Title 26,Expired,02/12/2024 03:19 PM,02/12/2024 11:59 PM,yes,Summer 2024,1,Yes,,4 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'environment', 'data', 'computer', 'development', 'communication', 'experience', 'strong', 'knowledge']","['design', 'technology', 'data', 'support', 'development', 'work', 'solutions']",In-Person,"Toronto, ON",Organization_23,Canada,0,0,1,0,1
4211,Job Title 97,Expired,01/30/2024 10:59 AM,02/18/2024 11:59 PM,yes,Summer 2024,1,No,,8 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'knowledge']","['software', 'work', 'team', 'business']",In-Person,"Toronto, ON",Organization_68,Canada,189,129,37,2,2
4212,Job Title 33,Expired,01/30/2024 10:53 AM,02/18/2024 11:59 PM,yes,Summer 2024,1,No,,8 Months,Lassonde Co-op & Internship Portal,,"['skills', 'program', 'management', 'work', 'strong', 'knowledge']","['software', 'project', 'work', 'team']",In-Person,"Toronto, ON",Organization_68,Canada,207,152,42,0,0
4213,Job Title 5,Expired,01/30/2024 10:45 AM,02/12/2024 11:59 PM,yes,Summer 2024,1,No,,8 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'program', 'communication', 'computer', 'management', 'networking', 'work', 'experience', 'strong', 'knowledge']","['data', 'team', 'management']",In-Person,"Toronto, ON",Organization_8,Canada,183,142,32,0,0
4214,Job Title 6,Expired,01/26/2024 10:52 AM,02/05/2024 11:59 PM,yes,Summer 2024,1,No,,"8, 12 or 16 Months",Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'program', 'communication', 'computer', 'management', 'time', 'work', 'experience', 'knowledge']","['design', 'data', 'technical', 'management', 'project']",In-Person,"Toronto, ON",Organization_8,Canada,176,133,29,0,0
4215,Job Title 76,Expired,01/26/2024 10:36 AM,02/29/2024 11:59 PM,yes,Summer 2024,1,No,,12 or 16 Months,Apply through the Employer's website:,,"['python', 'engineering', 'team', 'programming', 'ability', 'skills', 'program', 'communication', 'computer', 'management', 'time', 'work', 'knowledge']","['engineering', 'design', 'business', 'data', 'technical', 'support', 'development', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_8,Canada,178,129,27,0,4
4216,Job Title 70,Expired,01/26/2024 10:02 AM,02/08/2024 11:59 PM,yes,Summer 2024,1,No,,16 Months ONLY,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'program', 'communication', 'computer', 'management', 'time', 'work', 'knowledge']","['code review', 'team', 'design', 'data', 'work', 'project', 'solutions']",In-Person,"Toronto, ON",Organization_8,Canada,167,121,28,0,0
4217,Job Title 85,Expired,01/24/2024 09:47 AM,02/05/2024 11:59 PM,yes,Summer 2024,1,No,,"4, 8 or 12 Months",Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'program', 'communication', 'computer', 'management', 'time', 'work', 'experience', 'knowledge']","['design', 'data', 'technical', 'management', 'project']",In-Person,"Toronto, ON",Organization_8,Canada,28,19,7,0,0
4218,Job Title 30,Expired,01/15/2024 05:05 PM,02/04/2024 11:59 PM,yes,Summer 2024,1,No,,4 or 8 Months,Apply through the Employer's website:,,"['skills', 'data', 'communication', 'visualization', 'graphic design', 'work', 'experience', 'strong']","['team', 'design', 'business', 'data', 'development', 'work', 'solutions']",In-Person,"Toronto, ON",Organization_157,Canada,182,124,51,0,0
4219,Job Title 98,Expired,12/13/2023 11:16 AM,01/07/2024 11:59 PM,yes,Summer 2024,4,No,$22-$24.13,12 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'ability', 'skills', 'program', 'databases', 'management', 'time', 'work', 'strong', 'knowledge']","['engineering', 'design', 'business', 'data', 'technical', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_226,Canada,41,14,5,0,0
4220,Job Title 53,Expired,11/10/2023 10:50 AM,11/23/2023 11:59 PM,yes,Winter 2024,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'program', 'communication', 'computer', 'management', 'time', 'work', 'experience', 'strong', 'knowledge']","['team', 'technology', 'business', 'software', 'support', 'development', 'management', 'software development', 'work']",In-Person,"Toronto, ON",Organization_11,Canada,104,66,35,0,0
4221,Job Title 20,Expired,11/10/2023 10:45 AM,11/23/2023 11:59 PM,yes,Winter 2024,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'program', 'data', 'communication', 'computer', 'management', 'time', 'work', 'experience', 'strong', 'knowledge']","['team', 'business', 'data', 'technical', 'support', 'development', 'work']",In-Person,"Toronto, ON",Organization_11,Canada,19,18,7,0,0
4222,Job Title 33,Expired,11/08/2023 12:23 PM,11/16/2023 11:59 PM,no,Winter 2024,1,No,,8 or 12 Months,Apply through the Employer's website:,,"['python', 'engineering', 'team', 'ability', 'skills', 'program', 'data', 'visualization', 'communication', 'strong', 'knowledge']","['engineering', 'team', 'technology', 'business', 'software', 'data', 'technical', 'development', 'work']",In-Person,"Toronto, ON",Organization_8,Canada,3,2,0,0,0
4223,Job Title 77,Expired,11/07/2023 09:20 AM,11/17/2023 11:59 PM,no,Winter 2024,1,No,,4 Months,Lassonde Co-op & Internship Portal,,"['python', 'engineering', 'creativity', 'programming', 'skills', 'program', 'data', 'computer', 'visualization', 'management', 'time', 'communication', 'experience', 'strong', 'knowledge']","['team', 'design', 'business', 'software', 'data', 'technical', 'support', 'development', 'management', 'project', 'solutions']",In-Person,"Toronto, ON",Organization_167,Canada,101,73,32,0,0
4224,Job Title 60,Expired,11/06/2023 10:50 AM,11/12/2023 11:59 PM,no,Summer 2024,1,No,,16 Months ONLY,Apply through the Employer's website:,,"['python', 'team', 'programming', 'ability', 'skills', 'data', 'experience', 'strong', 'knowledge']","['team', 'design', 'business', 'data', 'support', 'development', 'work', 'solutions']",In-Person,"Toronto, ON",Organization_51,Canada,20,15,2,0,0
4225,Job Title 56,Expired,11/01/2023 10:02 AM,11/11/2023 11:59 PM,no,Summer 2024,1,No,,8 Months,Lassonde Co-op & Internship Portal,,"['team', 'ability', 'skills', 'communication', 'computer', 'management', 'risk management', 'work', 'experience', 'strong', 'knowledge']","['team', 'support', 'development', 'management', 'work']",In-Person,"Toronto, ON",Organization_166,Canada,33,23,3,0,0
4226,Job Title 52,Expired,10/31/2023 03:24 PM,11/13/2023 11:59 PM,no,Winter 2024,1,No,,8 or 12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'creativity', 'ability', 'skills', 'communication', 'computer', 'management', 'time', 'work', 'experience', 'strong', 'program']","['team', 'business', 'data', 'technical', 'management', 'work', 'project', 'solutions']",In-Person,"Toronto, ON",Organization_11,Canada,69,47,23,0,2
4227,Job Title 57,Expired,10/31/2023 02:56 PM,11/07/2023 11:59 PM,no,Winter 2024,1,Yes,,8 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'knowledge']","['team', 'business', 'data', 'technical', 'development', 'work']",In-Person,"Toronto, ON",Organization_14,Canada,62,50,13,0,0
4228,Job Title 87,Expired,10/27/2023 10:12 AM,10/31/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['safety standards', 'engineering', 'team', 'data', 'technical', 'development', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_148,Canada,16,13,3,0,0
4229,Job Title 69,Expired,10/27/2023 10:05 AM,10/31/2023 11:59 PM,no,Winter 2024,1,No,,8 or 12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['team', 'data', 'support', 'work', 'project']",In-Person,"Toronto, ON",Organization_148,Canada,18,15,5,0,0
4230,Job Title 15,Expired,10/19/2023 11:06 AM,11/05/2023 11:59 PM,no,Winter 2024,1,No,,4 Months with possibility of extension,Apply through the Employer's website:,,"['programming', 'ability', 'skills', 'environment', 'databases', 'development', 'management', 'communication', 'experience']","['team', 'design', 'technology', 'business', 'data', 'technical', 'development', 'work', 'project']",In-Person,"Toronto, ON",Organization_23,Canada,125,81,29,0,0
4231,Job Title 69,Expired,10/19/2023 11:02 AM,11/05/2023 11:59 PM,no,Winter 2024,1,No,,4 Months with possibility of extension,Apply through the Employer's website:,,"['engineering', 'machine learning', 'programming', 'algorithms', 'ability', 'skills', 'environment', 'databases', 'data', 'artificial intelligence', 'development', 'management', 'visualization', 'communication', 'experience']","['team', 'design', 'technology', 'business', 'data', 'technical', 'development', 'work', 'project']",In-Person,"Toronto, ON",Organization_23,Canada,66,54,22,0,0
4232,Job Title 75,Expired,10/19/2023 10:56 AM,11/05/2023 11:59 PM,no,Winter 2024,1,No,,4 Months with possibility of extension,Apply through the Employer's website:,,"['adobe creative suite', 'team', 'ability', 'skills', 'environment', 'management', 'time', 'communication', 'experience', 'strong']","['team', 'design', 'technology', 'business', 'data', 'technical', 'development', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_23,Canada,57,45,18,0,0
4233,Job Title 65,Expired,10/18/2023 11:04 AM,11/03/2023 11:59 PM,no,Winter 2024,1,No,,4 Months with possibility of extension,Lassonde Co-op & Internship Portal,,"['team', 'skills', 'communication', 'development', 'software development', 'work']","['technical', 'design', 'team', 'business']",In-Person,"Toronto, ON",Organization_161,Canada,113,75,28,0,0
4234,Job Title 1,Expired,10/17/2023 11:25 PM,11/03/2023 05:00 PM,no,Winter 2024,1,No,,8 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'ability', 'skills', 'program', 'databases', 'management', 'time', 'work', 'strong', 'knowledge']","['engineering', 'design', 'business', 'data', 'technical', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_226,Canada,7,2,0,0,0
4235,Job Title 11,Expired,10/13/2023 12:47 PM,11/03/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['engineering', 'team', 'technical', 'support', 'work']",In-Person,"Toronto, ON",Organization_148,Canada,6,3,0,0,0
4236,Job Title 25,Expired,10/06/2023 12:28 PM,10/12/2023 11:59 PM,no,Winter 2024,1,No,"$1,565.90-$1,714.30 (bi-weekly)",4 Months,Apply through the Employer's website:,,"['ability', 'skills', 'environment', 'program', 'data', 'communication', 'computer', 'management', 'visualization', 'time', 'work', 'strong', 'knowledge']","['team', 'technology', 'data', 'technical', 'support', 'work']",In-Person,"Toronto, ON",Organization_226,Canada,114,78,29,0,1
4237,Job Title 92,Expired,10/04/2023 10:04 AM,10/18/2023 11:59 PM,no,Winter 2024,1,No,,4 Months with possibility of extension,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'communication', 'work', 'experience']","['project', 'work', 'team', 'design']",In-Person,"Toronto, ON",Organization_325,Canada,15,9,6,0,0
4238,Job Title 14,Expired,10/03/2023 11:59 AM,10/13/2023 11:59 PM,no,Winter 2024,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'communication', 'work', 'experience', 'knowledge']","['engineering', 'design', 'software', 'technical', 'technical documentation', 'support', 'development', 'work', 'project']",In-Person,"Toronto, ON",Organization_146,Canada,5,3,0,0,0
4239,Job Title 32,Expired,10/03/2023 10:11 AM,10/06/2023 11:59 PM,no,Summer 2024,1,No,,12 Months,Apply through the Employer's website:,,"['python', 'programming', 'ability', 'skills', 'environment', 'work', 'java', 'experience', 'strong', 'knowledge']","['team', 'design', 'technology', 'business', 'data', 'development', 'management', 'work']",In-Person,"Toronto, ON",Organization_260,Canada,8,5,0,0,0
4240,Job Title 94,Expired,10/03/2023 10:07 AM,10/06/2023 11:59 PM,no,Summer 2024,1,No,,12 Months,Apply through the Employer's website:,,"['python', 'programming', 'ability', 'skills', 'environment', 'work', 'java', 'experience', 'strong', 'knowledge']","['team', 'design', 'technology', 'business', 'data', 'development', 'management', 'work']",In-Person,"Toronto, ON",Organization_260,Canada,6,5,0,0,0
4241,Job Title 89,Expired,10/03/2023 10:01 AM,10/06/2023 11:59 PM,no,Summer 2024,1,No,,12 Months,Apply through the Employer's website:,,"['python', 'engineering', 'team', 'programming', 'environment', 'skills', 'computer', 'work', 'java', 'strong', 'knowledge']","['engineering', 'business', 'support', 'development']",In-Person,"Toronto, ON",Organization_260,Canada,6,4,1,0,0
4242,Job Title 56,Expired,10/03/2023 09:42 AM,10/17/2023 11:59 PM,no,Winter 2024,1,No,$23.45 - $28.11,8 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'ability', 'skills', 'environment', 'communication', 'work', 'experience', 'strong', 'knowledge']","['engineering', 'team', 'design', 'technology', 'data', 'technical', 'work', 'solutions']",In-Person,"Toronto, ON",Organization_166,Canada,14,8,3,0,0
4243,Job Title 13,Expired,10/02/2023 12:02 PM,10/12/2023 11:59 PM,no,Winter 2024,1,No,$23.45 - $28.11,8 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'communication', 'work', 'experience', 'strong', 'knowledge']","['engineering', 'team', 'design', 'technology', 'data', 'technical', 'work', 'solutions']",In-Person,"Toronto, ON",Organization_166,Canada,1,0,0,0,0
4244,Job Title 82,Expired,09/29/2023 04:07 PM,10/09/2023 11:59 PM,no,Winter 2024,1,No,,"8, 12 or 16 Months",Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'program', 'computer', 'management', 'networking', 'work', 'experience', 'knowledge']","['team', 'technology', 'technical documentation', 'technical', 'support', 'management', 'vulnerability management', 'project']",In-Person,"Toronto, ON",Organization_8,Canada,72,50,15,0,0
4245,Job Title 70,Expired,09/29/2023 03:37 PM,10/09/2023 11:59 PM,no,Winter 2024,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'communication', 'strong', 'knowledge']","['engineering', 'design', 'technical', 'development', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_14,Canada,7,2,1,0,0
4246,Job Title 77,Expired,09/27/2023 11:44 AM,10/05/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['engineering', 'team', 'technology', 'technical', 'support', 'management', 'work']",In-Person,"Toronto, ON",Organization_148,Canada,74,60,16,0,0
4247,Job Title 30,Expired,09/27/2023 11:40 AM,10/09/2023 11:59 PM,no,Winter 2024,1,No,,"4, 8 or 12 Months",Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'program', 'communication', 'computer', 'management', 'time', 'work', 'experience', 'knowledge']","['design', 'data', 'technical', 'management', 'project']",In-Person,"Toronto, ON",Organization_8,Canada,52,43,11,0,0
4248,Job Title 41,Expired,09/27/2023 11:33 AM,10/03/2023 11:59 PM,no,Winter 2024,2,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['engineering', 'team', 'technical', 'support', 'work']",In-Person,"Toronto, ON",Organization_148,Canada,15,14,5,0,0
4249,Job Title 56,Expired,09/26/2023 02:38 PM,10/03/2023 11:59 PM,no,Winter 2024,2,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['engineering', 'team', 'technical', 'support', 'work']",In-Person,"Toronto, ON",Organization_148,Canada,15,13,6,0,0
4250,Job Title 2,Expired,09/26/2023 01:43 PM,09/27/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['research and development', 'team', 'design', 'quality control', 'technology', 'data', 'support', 'development', 'project', 'solutions']",In-Person,"Toronto, ON",Organization_148,Canada,14,10,3,0,0
4251,Job Title 69,Expired,09/26/2023 01:18 PM,09/28/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['data', 'project', 'support', 'team']",In-Person,"Toronto, ON",Organization_148,Canada,4,2,0,0,0
4252,Job Title 52,Expired,09/26/2023 12:25 PM,10/03/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['safety standards', 'engineering', 'team', 'data', 'technical', 'work', 'project', 'solutions']",In-Person,"Toronto, ON",Organization_148,Canada,18,14,4,0,0
4253,Job Title 67,Expired,09/26/2023 11:20 AM,10/04/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['technology', 'data', 'technical', 'management', 'project']",In-Person,"Toronto, ON",Organization_148,Canada,5,4,0,0,0
4254,Job Title 57,Expired,09/26/2023 10:49 AM,10/05/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['engineering', 'team', 'technology', 'technical', 'support', 'management', 'work']",In-Person,"Toronto, ON",Organization_148,Canada,22,18,5,0,0
4255,Job Title 26,Expired,09/25/2023 02:57 PM,10/31/2023 11:59 PM,no,Summer 2024,1,No,,16 Months ONLY,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'data', 'work']","['engineering', 'team', 'technology', 'business', 'software', 'data', 'support', 'management', 'work', 'project', 'solutions']",In-Person,"Toronto, ON",Organization_51,Canada,75,48,10,0,0
4256,Job Title 29,Expired,09/25/2023 11:50 AM,10/02/2023 11:59 PM,no,Winter 2024,1,No,,4 Months,Apply through the Employer's website:,,"['python', 'programming', 'skills', 'data', 'work', 'experience', 'knowledge']","['team', 'business', 'technical', 'development', 'work', 'solutions']",In-Person,"Toronto, ON",Organization_260,Canada,54,41,22,0,0
4257,Job Title 71,Expired,09/25/2023 11:40 AM,10/02/2023 11:59 PM,no,Winter 2024,1,No,,4 Months,Apply through the Employer's website:,,"['python', 'skills', 'data', 'work', 'experience', 'knowledge']","['team', 'technology', 'business', 'data', 'development', 'work']",In-Person,"Toronto, ON",Organization_260,Canada,52,46,27,0,0
4258,Job Title 30,Expired,09/25/2023 11:28 AM,10/02/2023 11:59 PM,no,Winter 2024,2,No,,4 or 8 Months,Apply through the Employer's website:,,"['programming', 'skills', 'development', 'software development', 'work', 'java', 'experience', 'knowledge']","['team', 'software', 'development', 'software development', 'work', 'solutions']",In-Person,"Toronto, ON",Organization_260,Canada,104,77,60,0,0
4259,Job Title 89,Expired,09/25/2023 11:08 AM,10/02/2023 11:59 PM,no,Winter 2024,2,No,,4 or 8 Months,Apply through the Employer's website:,,"['python', 'machine learning', 'programming', 'skills', 'databases', 'data', 'visualization', 'work', 'experience', 'knowledge']","['engineering', 'team', 'business', 'software', 'data', 'development', 'work', 'solutions']",In-Person,"Toronto, ON",Organization_260,Canada,48,39,24,0,0
4260,Job Title 18,Expired,09/25/2023 10:55 AM,10/02/2023 11:59 PM,no,Winter 2024,2,No,,4 or 8 Months,Apply through the Employer's website:,,"['python', 'machine learning', 'programming', 'skills', 'databases', 'data', 'visualization', 'work', 'experience', 'knowledge']","['engineering', 'team', 'business', 'software', 'data', 'development', 'work', 'solutions']",In-Person,"Toronto, ON",Organization_260,Canada,44,33,21,0,0
4261,Job Title 79,Expired,09/25/2023 10:47 AM,10/02/2023 11:59 PM,no,Winter 2024,1,No,,8 Months,Apply through the Employer's website:,,"['python', 'skills', 'data', 'communication', 'visualization', 'management', 'work', 'experience', 'strong', 'knowledge']","['team', 'business', 'data', 'technical', 'development', 'work', 'project']",In-Person,"Toronto, ON",Organization_260,Canada,49,35,22,0,0
4262,Job Title 7,Expired,09/25/2023 10:36 AM,10/02/2023 11:59 PM,no,Winter 2024,1,No,,4 Months,Apply through the Employer's website:,,"['python', 'skills', 'data', 'communication', 'visualization', 'management', 'work', 'experience', 'strong', 'knowledge']","['team', 'business', 'data', 'technical', 'development', 'work', 'project']",In-Person,"Toronto, ON",Organization_260,Canada,48,39,23,0,0
4263,Job Title 55,Expired,09/25/2023 10:29 AM,10/02/2023 11:59 PM,no,Winter 2024,1,No,,4 Months,Apply through the Employer's website:,,"['python', 'programming', 'skills', 'communication', 'management', 'time', 'work', 'strong']","['team', 'support', 'development', 'management', 'work']",In-Person,"Toronto, ON",Organization_260,Canada,48,36,23,0,0
4264,Job Title 96,Expired,09/25/2023 10:18 AM,10/02/2023 11:59 PM,no,Winter 2024,1,No,,4 Months with possibility of extension,Apply through the Employer's website:,,"['python', 'ability', 'skills', 'program', 'communication', 'management', 'risk management', 'work', 'experience', 'strong', 'knowledge']","['team', 'design', 'technology', 'business', 'data', 'technical', 'support', 'development', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_260,Canada,45,34,17,0,0
4265,Job Title 28,Expired,09/20/2023 11:46 AM,09/28/2023 11:59 PM,no,Winter 2024,1,No,,8 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'management', 'work', 'strong', 'knowledge']","['team', 'software', 'support', 'development', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_140,Canada,25,21,11,0,0
4266,Job Title 17,Expired,09/19/2023 09:52 AM,09/21/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['python', 'engineering', 'team', 'skills', 'program', 'communication', 'java', 'knowledge']","['design and develop', 'team', 'design', 'business', 'data', 'technical', 'support', 'development', 'management', 'work']",In-Person,"Toronto, ON",Organization_8,Canada,121,44,19,0,0
4267,Job Title 12,Expired,09/18/2023 11:32 AM,09/26/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['team', 'data', 'support', 'development', 'management', 'project']",In-Person,"Toronto, ON",Organization_148,Canada,5,2,0,0,0
4268,Job Title 4,Expired,09/18/2023 11:04 AM,09/26/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['safety standards', 'engineering', 'team', 'design', 'data', 'technical', 'support', 'development', 'management', 'work']",In-Person,"Toronto, ON",Organization_148,Canada,2,1,1,0,0
4269,Job Title 67,Expired,09/18/2023 10:56 AM,09/26/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['safety standards', 'engineering', 'team', 'data', 'technical', 'development', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_148,Canada,1,0,0,0,0
4270,Job Title 82,Expired,09/18/2023 10:48 AM,09/27/2023 11:59 PM,no,Winter 2024,1,Yes,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['team', 'design', 'business', 'technical', 'support', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_148,Canada,89,68,22,0,0
4271,Job Title 30,Expired,09/18/2023 10:36 AM,09/28/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['engineering', 'team', 'quality control', 'technology', 'data', 'support', 'management', 'work']",In-Person,"Toronto, ON",Organization_148,Canada,2,1,0,0,0
4272,Job Title 16,Expired,09/18/2023 10:19 AM,09/30/2023 11:59 PM,no,Winter 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['technical', 'team', 'monitoring and logging', 'management']",In-Person,"Toronto, ON",Organization_148,Canada,2,1,0,0,0
